asset_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,asset_name,asset_type,Longitude,Latitude
1835964651,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,144.21,0.0003243225008,,13751019.51,landfill_area_sq_meters,,444650.0,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Denver Regional Landfill (South),Sanitary Landfills,-105.02982,40.02918
1835964791,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,121.4602014,0.01732498317,,160236.9203,landfill_area_sq_meters,,7010.69665,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Jiyang Town, Jiyang District, Sanya City, Hainan Province, 572300, China, Site 1",Dumpsites,109.54793399091714,18.316987377120974
1835964668,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,140.6600834,0.01732498317,,185566.4514,landfill_area_sq_meters,,8118.916019,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Lelong Road Side Road, Ding'Ancun, Shunde District, Foshan, Guangdong Province, 528318, China",Dumpsites,113.09443780241008,22.885639724751528
1835964669,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,140.62,0.001300514436,,3136204.77,landfill_area_sq_meters,,108126.443,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Rumble Landfill #2,Sanitary Landfills,-94.4,39.14
1835964814,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,117.1,0.002571034799,,7171064.278,landfill_area_sq_meters,,45545.8635,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,Environtech Lf,Sanitary Landfills,-88.4026,41.37299
1835964815,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,116.9306586,0.01732498317,,154261.3005,landfill_area_sq_meters,,6749.250923,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Jiande, Genglou, Zhejiang, 311600, China",Dumpsites,119.26402298097744,29.450010041307614
1835964818,IND,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,116.6491177,0.01589555316,,141613.5366,landfill_area_sq_meters,,7338.47489,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Sampige Nagara, Anantnagar, Anekal, Bangalore Urban, Karnataka, 560100"", India",Dumpsites,77.69443921171893,12.832973540528297
1835964684,IDN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,139.0255322,0.01732498317,,183410.0625,landfill_area_sq_meters,,8024.569543,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Indah Kiat Pulp & Paper, Perawang, Kecamatan Tualang, Siak Regency, Riau, Indonesia, Site 1",Dumpsites,101.63316806150148,0.676373744101065
1835964824,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,115.8356912,0.01732498317,,152816.7598,landfill_area_sq_meters,,6686.04928,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"G228;G324, Ketang, Haifeng County, Shanwei, Guangdong Province, China",Dumpsites,115.47722976013478,22.952657875445837
1835964701,USA,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,136.79,0.0002403820389,,6260650.607,landfill_area_sq_meters,,569052.4991,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,North Miramar Sanitary Landfill,Sanitary Landfills,-117.15,32.84
