source_asset_id,data_source,asset_name,asset_type,Latitude,Longitude
1835962061,Climate TRACE,"Küçükköy, Ayvalık, Balıkesir, Marmara Region, 10400, Turkey",Dumpsites,39.30551713478464,26.696191565199992
1835961924,Climate TRACE,"University Of Lagos, Olaboye Olaleye Street, Iwaya, Lagos Mainland, Lagos, Yaba, Nigeria",Dumpsites,6.513848457239913,3.392581393584557
1835961926,Climate TRACE,San Javier Ii,Sanitary Landfills,-24.8513162957351,-65.3837156295776
1835961927,Climate TRACE,San Javier I,Sanitary Landfills,-24.85104370532,-65.37899494171
1835961928,Climate TRACE,Bhalswa,Dumpsites,28.74041964,77.15741158
1835962072,Climate TRACE,"Suka Tani, Tangerang Regency, Banten, 15560, Indonesia, Site 1",Dumpsites,-6.149472416585328,106.51581352762642
1835961933,Climate TRACE,"Pinalagad, Malinta, 1St District, Valenzuela, Northern Manila District, Metro Manila, 1478, Philippines",Dumpsites,14.681369185879998,120.96673113758439
1835961937,Climate TRACE,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 4",Dumpsites,22.286192249150584,70.83615521689858
1835962089,Climate TRACE,Green Island Landfill,Sanitary Landfills,-45.9063165722781,170.411802157759
1835962240,Climate TRACE,"Kuda Buthgamuwa, Kotikawatte, Colombo District, Western Province, 10600, Sri Lanka",Dumpsites,6.933749901428752,79.9134757611163
1835962107,Climate TRACE,Feltonsville Sanitary Landfill,Sanitary Landfills,35.682,-78.85
1835962250,Climate TRACE,Toytown Slf,Sanitary Landfills,27.88,-82.65
1835962251,Climate TRACE,"West Java, 16965, Indonesia",Dumpsites,-6.446267740223026,106.9346080084362
1835962125,Climate TRACE,"Jalan Tol Gempol–Pasuruan, Sidowayah, Pasuruan, East Java, 67154, Indonesia",Dumpsites,-7.609331619436174,112.75784688765404
1835962266,Climate TRACE,"Antipolo, Rizal, Calabarzon, 1870, Philippines, Site 2",Dumpsites,14.60887934113598,121.23015475953375
1835962271,Climate TRACE,"Carretera San Benito - San Francisco, San Benito, Petén, Guatemala",Dumpsites,16.88869503157463,-89.91235519588042
1835962286,Climate TRACE,"Alaiyabiagba, Ajeromi/Ifelodun, Lagos, 071639, Nigeria",Dumpsites,6.455321911067586,3.319226887999481
1835962302,Climate TRACE,"Godhra, Godhra Taluka, Panch Mahal District, Gujarat, 389001, India, Site 1",Dumpsites,22.75059841429218,73.58781440228532
1835962173,Climate TRACE,Fairfield Landfill,Sanitary Landfills,-45.9061217694407,170.404414348304
1835962177,Climate TRACE,"Cumhuriyet Mah., Şarköy, Burhaniye, Balıkesir, Marmara Region, 10700, Turkey",Dumpsites,39.486434414867475,26.973491003782787
1835962319,Climate TRACE,Earthmovers Lf,Sanitary Landfills,41.62324,-85.97372
1835962320,Climate TRACE,"La Vega, 48000, Dominican Republic",Dumpsites,19.25766052983289,-70.52741737259568
1835962185,Climate TRACE,"Ratnagiri, Maharashtra, 415639, India",Dumpsites,16.997081025899533,73.32681779427602
1835962188,Climate TRACE,Morris Community Lf,Sanitary Landfills,41.3716,-88.4026
1835962335,Climate TRACE,"Kedaung Barat, Tangerang Regency, Banten, 15127, Indonesia",Dumpsites,-6.126306126423913,106.60354950542988
1835962339,Climate TRACE,"Alh. Mukaila Str, Ikotun, Alimosho, Lagos, 100263, Nigeria",Dumpsites,6.537040705064101,3.271276689282137
1835962347,Climate TRACE,Ridgeville Site Ii,Sanitary Landfills,43.873,-90.578
1835962356,Climate TRACE,"Rw 11, Pegadungan, Kalideres, West Jakarta, Jakarta Special Capital Region, 11840, Indonesia",Dumpsites,-6.145890779254918,106.70992561183286
1835962218,Climate TRACE,"Suka Tani, Tangerang Regency, Banten, 15540, Indonesia, Site 3",Dumpsites,-6.138345839641321,106.50210631966726
1835962509,Climate TRACE,"Bangunan Belum Terklarifikasi, Jalan Raya Imam Bonjol, Sukadanau, West Java, 17520, Indonesia",Dumpsites,-6.271656141469924,107.12036208189957
1835962380,Climate TRACE,"Meran, Alimosho, Lagos, 2340, Nigeria",Dumpsites,6.638021793361492,3.264049410191757
1835962381,Climate TRACE,"Suka Tani, Tangerang Regency, Banten, 15560, Indonesia, Site 2",Dumpsites,-6.143625786293548,106.51331711315399
1835962384,Climate TRACE,Metro Rdf,Sanitary Landfills,42.84951,-88.065
1835962391,Climate TRACE,"Bettadasanpura, Bangalore South, Bangalore Urban, Karnataka, 560100, India",Dumpsites,12.836841181896773,77.62918830660209
1835962532,Climate TRACE,"Benda, Tangerang, Banten, 15125, Indonesia",Dumpsites,-6.110979290908016,106.68199540517887
1835962393,Climate TRACE,Dyer Boulevard Landfill &Amp;#40;Dyer Park&Amp;#41;,Sanitary Landfills,26.78,-80.12
1835962544,Climate TRACE,"Badu, Barasat - Ii, North 24 Parganas, West Bengal, 700124, India",Dumpsites,22.69162163186333,88.50129819306862
1835962406,Climate TRACE,"Suka Tani, Tangerang Regency, Banten, 15540, Indonesia, Site 4",Dumpsites,-6.149581678912916,106.51016121798524
1835962554,Climate TRACE,"Rw 08, Kapuk, Cengkareng, West Jakarta, Jakarta Special Capital Region, 11720, Indonesia",Dumpsites,-6.144660178298025,106.75343611703666
1835962556,Climate TRACE,"Oshodi/Isolo, Lagos, 100263, Nigeria",Dumpsites,6.555614245009594,3.287573764510285
1835962421,Climate TRACE,Abilene Environmental Landfill,Sanitary Landfills,32.530345,-99.745768
1835962423,Climate TRACE,"Iscon Kaliyabid Road, Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India",Dumpsites,21.75552875968735,72.1286041032733
1835962424,Climate TRACE,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 6",Dumpsites,22.27264223050958,70.8114802632246
1835962581,Climate TRACE,"Atinuke Atobajaye Crescent, Oshodi/Isolo, Lagos, 100263, Nigeria",Dumpsites,6.510071966782595,3.32315728757278
1835962582,Climate TRACE,"Akute-Oja, Ifo, Ogun, Nigeria",Dumpsites,6.678739087266576,3.374659828780599
1835962443,Climate TRACE,"Surulere, Oke Ira, Surulere, Lagos, Yaba, Nigeria",Dumpsites,6.502496597088481,3.368270940807174
1835962583,Climate TRACE,"Karur - Vangal Road, Karur, Karur District, Tamil Nadu, 639001, India, Site 1",Dumpsites,10.995890750605449,78.09479834194256
1835962590,Climate TRACE,"Kampung Melayu Barat, Tangerang Regency, Banten, 15510, Indonesia",Dumpsites,-6.079960073817442,106.63804495409791
1835962592,Climate TRACE,"Wenrui Ave, Rui'An, Wenzhou, Zhejiang, China",Dumpsites,27.860080110394836,120.68678280357463
1835962455,Climate TRACE,"Balatas, Naga, Camarines Sur, Bicol Region, 4400, Philippines",Dumpsites,13.631995530869197,123.21033670078104
1835962596,Climate TRACE,"Tanjungrejo, Kudus, Central Java, 59321, Indonesia",Dumpsites,-6.77323931736147,110.91009628411744
1835962606,Climate TRACE,"Nagpur Urban Taluka, Nagpur District, Maharashtra, 440008, India",Dumpsites,21.168405362930233,79.15113224246892
1835962609,Climate TRACE,South Hadley Landfill Llc,Sanitary Landfills,42.22,-72.558
1835962481,Climate TRACE,Columbus Schatulga Road Sanitary Lf,Sanitary Landfills,32.5,-84.87
1835962622,Climate TRACE,"Jayachandran Nagar, Medavakkam, Sholinganallur, Tamil Nadu, 600100, India",Dumpsites,12.917218327842152,80.19584014083368
1835962626,Climate TRACE,"New Carmen, Davao City, Davao Region, 8020, Philippines, Site 1",Dumpsites,7.150358928363571,125.55061751058838
1835962496,Climate TRACE,"Anbu Nagar-Podanur, Ward 99, South Zone, Podanur, Coimbatore South, Coimbatore District, Tamil Nadu, 641038, India",Dumpsites,10.955595944259032,77.00967384375637
1835962645,Climate TRACE,Sanitary Lf,Sanitary Landfills,40.1521,-79.8837
1835962648,Climate TRACE,"Jalan Kampung Cayur, Tangerang, Tangerang Regency, Banten, Indonesia",Dumpsites,-6.164281768219096,106.48229581116831
1835962788,Climate TRACE,"Onihale, Ifo, Ogun, Nigeria, Site 2",Dumpsites,6.762969190855846,3.215836360916628
1835962793,Climate TRACE,"Rw 12, Pegadungan, Kalideres, West Jakarta, Jakarta Special Capital Region, 11840, Indonesia",Dumpsites,-6.142909153251146,106.71887527381364
1835962801,Climate TRACE,"津芦线, Dongli District, Tianjin, 300000, China",Dumpsites,39.21433134370143,117.29499544864646
1835962666,Climate TRACE,"Coker, Surulere, Lagos, 071639, Nigeria",Dumpsites,6.462852916865113,3.32039423905685
1835962815,Climate TRACE,"Chendai, Jinjiang City, Quanzhou, Fujian, China",Dumpsites,24.833577750378517,118.63135729167553
1835962833,Climate TRACE,Eastside/Texas,Sanitary Landfills,32.77,-97.26
1835962694,Climate TRACE,"Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 411026, India",Dumpsites,18.65672042722546,73.85679707527768
1835962843,Climate TRACE,"Godhra, Godhra Taluka, Panch Mahal District, Gujarat, 389001, India, Site 2",Dumpsites,22.72971721802712,73.57356782553562
1835962708,Climate TRACE,"Quarry Road, Salawag, Tibagan, Salawag, Dasmariñas, Cavite, Calabarzon, 4114, Philippines",Dumpsites,14.347032183443782,120.99511947312305
1835962712,Climate TRACE,"Onihale, Ifo, Ogun, Nigeria, Site 1",Dumpsites,6.762313893252934,3.216082588885397
1835962855,Climate TRACE,"Rw 03, Joglo, Kembangan, West Jakarta, Jakarta Special Capital Region, 11640, Indonesia",Dumpsites,-6.215233715062918,106.74816579719484
1835962718,Climate TRACE,"Cmwssb Division 16, Ward 16, Zone 2 Manali, Mathavaram, Thiruvallur District, Tamil Nadu, 600019, India",Dumpsites,13.180933016656121,80.28288474853976
1835962719,Climate TRACE,"Pergudangan Pantai Indah Dadap, Dadap, Tangerang Regency, Banten, 15125, Indonesia",Dumpsites,-6.075589174567799,106.71391667121527
1835962725,Climate TRACE,"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India, Site 2",Dumpsites,19.157207243285505,73.03671966661143
